Id,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls_per90,Ast_per90,G-PK_per90,CrdY_per90,CrdR_per90,xG_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,KP_per90,Tkl_per90,TklW_per90,Int_per90,Clr_per90,Err_per90,Touches_per90,Tkld_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,OG_per90,Recov_per90,GA_per90,Saves_per90,Save%_per90,CS_per90,PKA_per90,PKsv_per90,market_value_in_eur
1232,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,25.0,2000.0,8,2,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027522935779816515,0.27522935779816515,2.2018348623853212,0.0,0.0,0.0,0.27522935779816515,1.1009174311926606,0.5504587155963303,0.27522935779816515,4.4036697247706424,0.27522935779816515,55.596330275229356,0.27522935779816515,0.0,0.0,1.3761467889908257,0.0,0.0,0.0,2.4770642201834865,0.0,0.0,0.0,0.0,0.0,0.0,28000000.0
1233,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,29.0,1995.0,24,24,2113,0.5963085660198769,0.2129673450070989,0.5537150970184571,0.12778040700425936,0.0,0.5281590156176054,0.4557501183151916,0.21722669190724087,1.575958353052532,2.0444865120681497,5.111216280170374,2.725982016090866,1.362991008045433,0.8944628490298154,0.8944628490298154,0.5111216280170374,0.383341221012778,2.0018930430667297,0.0,38.50449597728348,0.8092759110269759,2.725982016090866,1.575958353052532,2.6407950780880265,0.04259346900141978,0.04259346900141978,0.0,2.3000473260766685,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0
1234,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28.0,1996.0,20,14,1263,0.0,0.0,0.0,0.14251781472684086,0.0,0.014251781472684086,0.014251781472684086,0.0,0.997624703087886,4.703087885985748,1.5676959619952495,0.2137767220902613,0.07125890736342043,0.07125890736342043,1.496437054631829,0.7838479809976248,1.5676959619952495,6.840855106888362,0.07125890736342043,75.17814726840855,0.07125890736342043,0.4275534441805226,0.0,0.7125890736342042,0.0,0.0,0.0,3.420427553444181,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0
1235,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,25.0,1999.0,27,23,1858,0.581270182992465,0.2906350914962325,0.2906350914962325,0.2906350914962325,0.0,0.47954790096878364,0.24703982777179762,0.20828848223896662,2.906350914962325,3.8266953713670615,6.151776103336922,2.4219590958019377,1.0656620021528525,1.9375672766415502,0.9687836383207751,0.43595263724434874,0.581270182992465,1.0172228202368139,0.04843918191603875,39.81700753498386,1.55005382131324,2.0344456404736277,1.1141011840688912,1.8406889128094726,0.04843918191603875,0.0,0.0,3.10010764262648,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0
1236,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,23.0,2002.0,23,13,1170,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.0,0.1076923076923077,0.1076923076923077,0.3153846153846154,3.0,3.4615384615384617,8.307692307692308,1.3076923076923077,0.3076923076923077,1.5384615384615385,2.6923076923076925,1.4615384615384617,0.8461538461538461,1.3846153846153846,0.0,45.76923076923077,1.6153846153846152,2.4615384615384617,0.8461538461538461,1.2307692307692308,0.0,0.0,0.0,3.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0
1237,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23.0,2001.0,22,18,1410,0.0,0.06382978723404256,0.0,0.4468085106382979,0.0,0.04468085106382979,0.04468085106382979,0.04468085106382979,0.7659574468085106,2.617021276595745,1.0851063829787233,0.5744680851063829,0.19148936170212766,0.25531914893617025,2.4893617021276593,1.5319148936170213,0.7021276595744681,2.2978723404255317,0.0,46.723404255319146,0.06382978723404256,1.3404255319148937,0.4468085106382979,1.6595744680851063,0.0,0.0,0.0,3.702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0
1238,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,27.0,1997.0,23,23,2070,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.43478260869565216,0.13043478260869565,40.69565217391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6956521739130437,1.5217391304347825,2.3478260869565215,2.782608695652174,0.21739130434782608,0.13043478260869565,0.0,40000000.0
1239,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28.0,1996.0,21,21,1776,0.05067567567567568,0.0,0.05067567567567568,0.15202702702702703,0.0,0.045608108108108114,0.045608108108108114,0.005067567567567568,0.40540540540540543,2.989864864864865,0.10135135135135136,0.4560810810810811,0.15202702702702703,0.20270270270270271,0.7601351351351352,0.3547297297297297,0.9121621621621622,5.8277027027027035,0.15202702702702703,75.10135135135135,0.05067567567567568,0.40540540540540543,0.10135135135135136,0.8614864864864864,0.0,0.05067567567567568,0.0,3.6486486486486487,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0
1240,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,28.0,1996.0,5,5,450,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.6,3.6,15.38,0.0,0.4,0.0,1500000.0
1241,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25.0,1999.0,14,7,695,0.12949640287769784,0.12949640287769784,0.12949640287769784,0.12949640287769784,0.0,0.03884892086330935,0.03884892086330935,0.06474820143884892,0.9064748201438848,3.107913669064748,2.330935251798561,1.0359712230215827,0.2589928057553957,1.1654676258992804,1.683453237410072,0.5179856115107914,0.776978417266187,1.553956834532374,0.0,47.913669064748206,0.12949640287769784,1.0359712230215827,0.776978417266187,0.9064748201438848,0.0,0.0,0.0,4.014388489208633,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
1242,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,26.0,1999.0,22,14,1295,0.138996138996139,0.138996138996139,0.138996138996139,0.138996138996139,0.0,0.04864864864864865,0.04864864864864865,0.1111969111969112,2.362934362934363,2.501930501930502,8.13127413127413,0.9034749034749034,0.277992277992278,1.111969111969112,1.3204633204633205,0.694980694980695,0.6254826254826255,1.667953667953668,0.0,60.602316602316606,1.38996138996139,1.528957528957529,0.833976833976834,0.972972972972973,0.0,0.0,0.0,3.891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0
1243,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26.0,1998.0,10,10,900,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,31.499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.3000000000000003,7.2700000000000005,0.4,0.1,0.0,4000000.0
1244,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,31.0,1994.0,23,23,1998,0.04504504504504504,0.0,0.04504504504504504,0.45045045045045046,0.0,0.05405405405405405,0.05405405405405405,0.027027027027027025,1.0360360360360361,4.1441441441441444,1.2612612612612613,0.5405405405405406,0.18018018018018017,0.4954954954954955,2.3423423423423424,1.7567567567567568,1.8018018018018018,4.90990990990991,0.0,66.57657657657657,0.18018018018018017,0.8558558558558559,0.3153153153153153,1.7117117117117118,0.0,0.09009009009009009,0.0,3.873873873873874,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0
1245,Koka,eg EGY,FW,Le Havre,fr Ligue 1,32.0,1993.0,8,6,505,0.3564356435643564,0.0,0.1782178217821782,0.1782178217821782,0.0,0.7128712871287128,0.5881188118811881,0.053465346534653464,0.0,1.4257425742574257,1.7821782178217822,2.3168316831683167,0.8910891089108911,0.5346534653465347,0.5346534653465347,0.1782178217821782,0.3564356435643564,0.8910891089108911,0.1782178217821782,22.633663366336634,0.7128712871287128,0.1782178217821782,0.8910891089108911,1.0693069306930694,0.0,0.0,0.0,2.495049504950495,0.0,0.0,0.0,0.0,0.0,0.0,
1246,Koke,es ESP,MF,Atlético Madrid,es La Liga,33.0,1992.0,23,14,1428,0.06302521008403361,0.06302521008403361,0.06302521008403361,0.25210084033613445,0.0,0.06302521008403361,0.06302521008403361,0.06932773109243698,0.8823529411764706,5.609243697478991,0.6932773109243697,0.5672268907563025,0.25210084033613445,0.5672268907563025,2.331932773109244,1.3235294117647058,1.0714285714285714,1.4495798319327728,0.06302521008403361,79.09663865546219,0.5672268907563025,0.8193277310924371,0.37815126050420167,1.1974789915966386,0.0,0.0,0.06302521008403361,5.8613445378151265,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0
1247,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31.0,1993.0,19,19,1589,0.0,0.11327879169288861,0.0,0.28319697923222154,0.0,0.045311516677155446,0.045311516677155446,0.09062303335431089,2.4354940213971052,6.853366897419761,2.208936438011328,0.5097545626179988,0.11327879169288861,0.8495909376966646,1.7558212712397736,1.1327879169288861,1.0761485210824417,2.5487728130899936,0.056639395846444306,70.51604782882316,0.5663939584644431,0.7363121460037759,0.7363121460037759,1.8691000629326622,0.0,0.0,0.056639395846444306,6.173694147262429,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0
1248,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,26.0,1998.0,7,6,535,0.8411214953271028,0.16822429906542058,0.6728971962616823,0.0,0.0,0.40373831775700936,0.2691588785046729,0.10093457943925234,1.514018691588785,1.3457943925233646,8.74766355140187,1.8504672897196262,1.177570093457944,1.514018691588785,1.0093457943925233,0.5046728971962616,0.0,0.33644859813084116,0.0,28.766355140186917,2.355140186915888,2.8598130841121496,1.0093457943925233,2.5233644859813085,0.0,0.0,0.0,2.8598130841121496,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0
1248,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,26.0,1998.0,10,2,358,0.5027932960893855,0.25139664804469275,0.25139664804469275,0.0,0.0,1.181564245810056,0.9804469273743016,0.22625698324022345,2.011173184357542,1.2569832402234635,8.798882681564246,3.770949720670391,1.5083798882681565,1.2569832402234635,1.005586592178771,1.005586592178771,0.0,1.2569832402234635,0.0,33.184357541899445,1.7597765363128492,2.76536312849162,2.513966480446927,1.7597765363128492,0.25139664804469275,0.0,0.0,2.011173184357542,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0
1249,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,28.0,1996.0,15,13,970,0.0,0.0,0.0,0.18556701030927836,0.0,0.009278350515463918,0.009278350515463918,0.0556701030927835,1.1134020618556701,3.154639175257732,1.0206185567010309,0.18556701030927836,0.0,0.5567010309278351,1.8556701030927836,1.1134020618556701,0.3711340206185567,4.360824742268042,0.0,56.50515463917526,0.0,0.27835051546391754,0.0,0.9278350515463918,0.0,0.0,0.0,2.6907216494845363,0.0,0.0,0.0,0.0,0.0,0.0,800000.0
1250,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19.0,2005.0,13,1,350,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.0,0.10285714285714287,0.10285714285714287,0.07714285714285714,2.571428571428571,1.0285714285714285,7.2,1.8,1.0285714285714285,1.8,0.7714285714285715,0.5142857142857142,0.7714285714285715,1.0285714285714285,0.2571428571428571,45.77142857142857,1.8,3.085714285714286,3.085714285714286,0.7714285714285715,0.0,0.0,0.0,5.914285714285714,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
1251,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25.0,1999.0,23,22,1894,0.04751847940865892,0.09503695881731784,0.04751847940865892,0.23759239704329463,0.0,0.05227032734952482,0.05227032734952482,0.04276663146779303,0.8553326293558606,4.134107708553326,0.09503695881731784,0.5702217529039071,0.09503695881731784,0.4276663146779303,1.4730728616684265,0.9978880675818375,0.47518479408658926,4.561774023231257,0.04751847940865892,77.2650475184794,0.04751847940865892,0.28511087645195354,0.09503695881731784,0.9503695881731785,0.0,0.0,0.0,3.041182682154171,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0
1252,Ismael Konate,ci CIV,"FW,MF",Empoli,it Serie A,18.0,2006.0,7,0,54,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,6.666666666666666,1.6666666666666665,5.0,1.6666666666666665,0.0,0.0,5.0,1.6666666666666665,0.0,1.6666666666666665,0.0,48.333333333333336,0.0,6.666666666666666,1.6666666666666665,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1253,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,32.0,1993.0,18,15,1404,0.0,0.0,0.0,0.06410256410256411,0.0,0.025641025641025644,0.025641025641025644,0.006410256410256411,1.0256410256410258,4.67948717948718,0.25641025641025644,0.38461538461538464,0.06410256410256411,0.12820512820512822,2.628205128205128,1.6666666666666665,0.8333333333333333,2.6923076923076925,0.19230769230769232,92.05128205128206,0.19230769230769232,0.6410256410256411,0.7051282051282052,0.8974358974358975,0.0,0.0,0.0,4.743589743589744,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0
1254,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19.0,2005.0,3,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,3.75,2.25,0.75,3.0,0.0,59.25,0.75,3.75,0.75,2.25,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
1255,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19.0,2005.0,15,8,668,0.0,0.0,0.0,0.1347305389221557,0.1347305389221557,0.02694610778443114,0.02694610778443114,0.01347305389221557,2.0209580838323356,6.4670658682634725,1.0778443113772456,1.0778443113772456,0.1347305389221557,0.40419161676646703,4.176646706586826,2.8293413173652695,1.2125748502994012,1.8862275449101795,0.0,60.359281437125745,0.2694610778443114,1.347305389221557,1.0778443113772456,1.347305389221557,0.0,0.1347305389221557,0.0,5.928143712574851,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
1256,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22.0,2002.0,8,3,360,0.0,0.0,0.0,0.0,0.0,0.075,0.075,0.1,0.5,2.5,2.5,1.0,0.0,1.0,2.0,1.0,1.0,0.5,0.25,55.25,1.5,1.0,1.5,1.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0
1256,Ismaël Koné,ca CAN,MF,Rennes,fr Ligue 1,22.0,2002.0,5,2,204,0.0,0.0,0.0,0.0,0.0,0.044117647058823525,0.044117647058823525,0.1323529411764706,1.7647058823529411,3.088235294117647,1.7647058823529411,0.8823529411764706,0.0,0.8823529411764706,2.2058823529411766,0.8823529411764706,1.3235294117647058,1.3235294117647058,0.0,38.82352941176471,0.8823529411764706,0.8823529411764706,0.4411764705882353,1.7647058823529411,0.0,0.0,0.0,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0
1257,Manu Koné,fr FRA,MF,Roma,it Serie A,23.0,2001.0,24,21,1728,0.10416666666666666,0.05208333333333333,0.10416666666666666,0.26041666666666663,0.0,0.109375,0.109375,0.05729166666666667,2.34375,4.479166666666667,1.6145833333333333,1.3541666666666665,0.3125,0.5729166666666666,1.3541666666666665,0.8854166666666667,0.6770833333333333,0.6770833333333333,0.0,55.3125,0.9375,1.9791666666666667,1.4583333333333333,1.0416666666666665,0.0,0.05208333333333333,0.0,3.8020833333333335,0.0,0.0,0.0,0.0,0.0,0.0,26000000.0
1258,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27.0,1997.0,25,25,2171,0.041455550437586364,0.0,0.041455550437586364,0.0,0.0,0.029018885306310454,0.029018885306310454,0.008291110087517274,0.6632888070013818,2.4458774758175954,0.45601105481345,0.2487333026255182,0.08291110087517273,0.1243666513127591,1.1607554122524182,0.6632888070013818,0.787655458314141,3.316444035006909,0.08291110087517273,60.89820359281437,0.2487333026255182,0.5803777061262091,0.29018885306310455,0.2487333026255182,0.0,0.0,0.0,3.2335329341317363,0.0,0.0,0.0,0.0,0.0,0.0,35000000.0
1259,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,27.0,1998.0,24,20,1751,0.10279840091376356,0.15419760137064534,0.10279840091376356,0.15419760137064534,0.0,0.17989720159908623,0.17989720159908623,0.1387778412335808,1.5419760137064533,4.163335237007424,4.934323243860651,1.9531696173615078,0.46259280411193604,1.8503712164477442,1.3363792118789264,0.8223872073101085,0.41119360365505425,1.2849800114220447,0.10279840091376356,53.043974871501995,0.41119360365505425,1.7989720159908622,0.8223872073101085,1.5933752141633353,0.0,0.0,0.0,2.31296402055968,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0
1260,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24.0,2001.0,12,7,720,0.0,0.0,0.0,0.125,0.0,0.0625,0.0625,0.0,1.375,3.6250000000000004,1.125,0.75,0.5,0.125,1.375,0.875,0.875,1.75,0.0,66.375,0.5,1.0,0.375,1.5,0.0,0.0,0.0,5.625,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0
1261,Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,27.0,1997.0,5,2,258,0.0,0.0,0.0,0.0,0.0,0.313953488372093,0.313953488372093,0.1744186046511628,1.3953488372093024,2.441860465116279,6.627906976744186,2.0930232558139537,0.6976744186046512,1.3953488372093024,1.744186046511628,1.3953488372093024,0.0,0.6976744186046512,0.0,39.76744186046512,1.3953488372093024,2.0930232558139537,1.744186046511628,1.0465116279069768,0.0,0.0,0.0,2.7906976744186047,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0
1261,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,27.0,1997.0,18,5,622,0.0,0.14469453376205788,0.0,0.14469453376205788,0.0,0.15916398713826369,0.15916398713826369,0.21704180064308684,1.0128617363344052,2.315112540192926,6.655948553054662,1.5916398713826367,0.14469453376205788,1.3022508038585208,1.8810289389067523,1.157556270096463,0.28938906752411575,1.4469453376205788,0.0,41.38263665594855,1.5916398713826367,2.459807073954984,1.8810289389067523,1.8810289389067523,0.0,0.0,0.0,2.8938906752411575,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0
1262,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,25.0,1999.0,15,4,602,0.0,0.0,0.0,0.14950166112956811,0.0,0.014950166112956811,0.014950166112956811,0.07475083056478406,1.7940199335548173,2.2425249169435215,5.232558139534883,0.29900332225913623,0.0,0.8970099667774086,2.5415282392026577,1.495016611295681,1.6445182724252494,4.9335548172757475,0.0,54.119601328903656,0.8970099667774086,1.7940199335548173,0.14950166112956811,0.5980066445182725,0.0,0.0,0.0,5.083056478405315,0.0,0.0,0.0,0.0,0.0,0.0,800000.0
1263,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21.0,2003.0,23,21,1903,0.0,0.09458749343142406,0.0,0.1418812401471361,0.0,0.02837624802942722,0.02837624802942722,0.042564372044140826,0.7566999474513925,3.7362059905412504,0.2837624802942722,0.7566999474513925,0.1418812401471361,0.42564372044140836,1.6079873883342093,0.8039936941671046,1.0877561744613768,5.249605885444036,0.04729374671571203,69.85286389910667,0.18917498686284812,0.7566999474513925,0.09458749343142406,1.0877561744613768,0.0,0.0,0.0,3.405149763531267,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0
1264,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,19.0,2006.0,1,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1265,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26.0,1998.0,26,23,2070,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.0,0.07391304347826086,0.07391304347826086,0.15217391304347827,1.434782608695652,5.434782608695652,6.782608695652175,0.6521739130434783,0.21739130434782608,1.0434782608695652,2.1739130434782608,1.4782608695652175,0.6956521739130435,2.3478260869565215,0.08695652173913043,81.73913043478261,1.0434782608695652,1.434782608695652,0.4782608695652174,0.782608695652174,0.0,0.0,0.0,3.5217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0
1266,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27.0,1997.0,9,6,576,0.0,0.0,0.0,0.9375,0.15625,0.078125,0.078125,0.0,0.46875,0.78125,0.0,1.09375,0.0,0.0,2.5,1.5625,1.7187500000000002,8.125,0.0,47.34375,0.0,0.46875,0.0,1.875,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,
1267,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30.0,1994.0,24,19,1681,0.21415823914336704,0.05353955978584176,0.21415823914336704,0.2676977989292088,0.0,0.07495538370017847,0.07495538370017847,0.182034503271862,2.3557406305770376,6.531826293872695,0.7495538370017846,1.766805472932778,0.4283164782867341,1.3920285544318858,2.8375966686496135,1.7132659131469363,0.9637120761451516,1.0172516359309935,0.0,85.71683521713265,0.5353955978584176,0.8030933967876264,1.4991076740035691,1.0172516359309935,0.0,0.0,0.0,4.657941701368234,0.0,0.0,0.0,0.0,0.0,0.0,
1268,Viktor Kovalenko,ua UKR,"MF,DF",Empoli,it Serie A,29.0,1996.0,3,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3076923076923075,2.3076923076923075,2.3076923076923075,0.0,0.0,4.615384615384615,2.3076923076923075,0.0,0.0,0.0,66.92307692307692,0.0,0.0,2.3076923076923075,0.0,0.0,0.0,0.0,4.615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0
1269,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24.0,2000.0,3,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666665,1.0,2.666666666666667,24.233333333333334,0.6666666666666667,0.0,0.0,7000000.0
1270,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19.0,2005.0,1,1,56,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.6428571428571429,0.0,0.0,0.0,3.214285714285714,1.607142857142857,0.0,0.0,0.0,0.0,0.0,1.607142857142857,0.0,28.92857142857143,0.0,3.214285714285714,3.214285714285714,1.607142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
1271,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,25.0,2000.0,7,6,391,0.23017902813299235,0.0,0.23017902813299235,0.0,0.0,0.2531969309462916,0.2531969309462916,0.11508951406649617,2.071611253196931,2.3017902813299234,7.595907928388747,3.6828644501278776,0.9207161125319694,1.1508951406649617,0.23017902813299235,0.23017902813299235,0.0,0.9207161125319694,0.0,37.51918158567775,2.762148337595908,3.2225063938618925,1.6112531969309463,1.381074168797954,0.0,0.0,0.0,2.3017902813299234,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0
1272,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18.0,2006.0,2,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,13.846153846153847,6.923076923076923,0.0,6.923076923076923,0.0,76.15384615384615,0.0,0.0,13.846153846153847,0.0,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,
