Id,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls_per90,Ast_per90,G-PK_per90,CrdY_per90,CrdR_per90,xG_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,KP_per90,Tkl_per90,TklW_per90,Int_per90,Clr_per90,Err_per90,Touches_per90,Tkld_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,OG_per90,Recov_per90,GA_per90,Saves_per90,Save%_per90,CS_per90,PKA_per90,PKsv_per90,market_value_in_eur,x,y
311,Myron Boadu,nl NED,FW,Bochum,de Bundesliga,24.0,2001.0,11,7,588,1.0714285714285714,0.1530612244897959,0.9183673469387754,0.0,0.0,0.8418367346938775,0.7193877551020408,0.0612244897959183,0.9183673469387754,1.3775510204081631,5.357142857142857,2.9081632653061225,1.3775510204081631,0.7653061224489797,0.3061224489795918,0.1530612244897959,0.0,0.4591836734693877,0.0,22.346938775510203,0.4591836734693877,2.295918367346939,0.7653061224489797,0.7653061224489797,0.0,0.0,0.0,0.9183673469387754,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,3.4603636537913944,3.3707128290358033
312,Augustine Boakye,gh GHA,"FW,MF",Saint-Étienne,fr Ligue 1,24.0,2000.0,17,8,733,0.3683492496589358,0.0,0.3683492496589358,0.6139154160982265,0.0,0.2210095497953615,0.2210095497953615,0.1105047748976807,3.069577080491132,4.297407912687585,7.366984993178718,2.9467939972714867,1.1050477489768076,1.5961800818553888,0.859481582537517,0.3683492496589358,0.7366984993178717,0.4911323328785811,0.0,42.85129604365621,1.227830832196453,2.210095497953615,3.069577080491132,2.3328785811732606,0.0,0.0,0.0,3.3151432469304227,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,1.6144908033758465,0.5014898411447838
313,Mathéo Bodmer,fr FRA,MF,Le Havre,fr Ligue 1,20.0,2004.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,45.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.622727907912208,-0.5684623043334188
314,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,24.0,2000.0,9,5,419,0.0,0.2147971360381861,0.0,0.2147971360381861,0.0,0.0214797136038186,0.0214797136038186,0.2147971360381861,3.436754176610979,6.014319809069212,10.954653937947494,0.4295942720763723,0.2147971360381861,0.4295942720763723,3.007159904534606,0.8591885441527447,0.4295942720763723,1.503579952267303,0.0,94.29594272076372,1.7183770883054894,1.7183770883054894,1.0739856801909309,0.8591885441527447,0.0,0.2147971360381861,0.0,5.369928400954653,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.23942013041443505,-1.6445634308332013
315,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,28.0,1997.0,15,8,673,0.0,0.2674591381872214,0.0,0.0,0.0,0.1872213967310549,0.1872213967310549,0.2942050520059435,5.081723625557206,2.4071322436849925,6.686478454680535,2.540861812778603,1.337295690936107,2.0059435364041605,0.9361069836552748,0.6686478454680534,0.2674591381872214,0.2674591381872214,0.0,43.7295690936107,3.2095096582466565,1.337295690936107,1.4710252600297178,0.0,0.0,0.0,0.0,4.413075780089153,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,1.536124115028897,-0.11144152520074499
316,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,eng Premier League,21.0,2004.0,8,5,476,0.0,0.0,0.0,0.3781512605042016,0.0,0.0,0.0,0.01890756302521,2.26890756302521,2.647058823529412,1.7016806722689075,0.1890756302521008,0.1890756302521008,0.3781512605042016,2.647058823529412,1.134453781512605,0.1890756302521008,2.457983193277311,0.0,61.44957983193277,0.1890756302521008,1.134453781512605,1.512605042016807,1.512605042016807,0.0,0.0,0.0,2.457983193277311,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,-0.8865077664381134,-0.5660912861007217
317,Emil Bohinen,no NOR,MF,Genoa,it Serie A,25.0,1999.0,3,1,166,0.0,0.0,0.0,0.0,0.0,0.0542168674698795,0.0542168674698795,0.0542168674698795,3.253012048192771,2.710843373493976,1.0843373493975903,1.0843373493975903,0.0,1.6265060240963856,2.168674698795181,2.168674698795181,0.5421686746987953,3.253012048192771,0.0,59.09638554216867,0.0,2.168674698795181,1.0843373493975903,1.6265060240963856,0.0,0.0,0.0,4.879518072289157,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,-0.3319366652722057,-0.75531631796321
318,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,22.0,2002.0,12,10,763,0.0,0.0,0.0,0.1179554390563564,0.0,0.0235910878112712,0.0235910878112712,0.0235910878112712,1.5334207077326345,3.302752293577982,2.123197903014417,0.3538663171690694,0.0,0.2359108781127129,1.769331585845347,0.8256880733944955,0.943643512450852,2.8309305373525557,0.1179554390563564,52.136304062909566,0.7077326343381388,1.5334207077326345,1.0615989515072084,0.8256880733944955,0.0,0.0,0.0,4.364351245085191,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,-0.8736917983282333,-0.5086382236219044
319,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,34.0,1991.0,5,1,134,0.0,0.0,0.0,0.6716417910447761,0.0,0.0671641791044776,0.0671641791044776,0.0,0.0,1.343283582089552,0.0,0.6716417910447761,0.6716417910447761,0.0,3.3582089552238803,0.6716417910447761,2.014925373134328,8.059701492537313,0.0,57.76119402985074,0.0,0.6716417910447761,0.0,0.6716417910447761,0.0,0.0,0.0,2.686567164179104,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,-1.1508451782709157,-0.367668118339654
320,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,24.0,2000.0,20,18,1635,0.0,0.0,0.0,0.110091743119266,0.055045871559633,0.0385321100917431,0.0385321100917431,0.0,1.211009174311927,4.0733944954128445,0.3853211009174312,0.3302752293577982,0.055045871559633,0.055045871559633,1.4862385321100915,0.9357798165137616,0.6605504587155964,5.119266055045872,0.2201834862385321,69.02752293577981,0.1651376146788991,0.6605504587155964,0.110091743119266,1.1009174311926606,0.0,0.055045871559633,0.055045871559633,3.963302752293578,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,-1.1965347258067764,-0.7187854506331908
321,Warren Bondo,fr FRA,MF,Milan,it Serie A,21.0,2003.0,1,1,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.950819672131148,5.901639344262295,0.0,1.475409836065574,1.475409836065574,0.0,2.950819672131148,1.475409836065574,0.0,2.950819672131148,0.0,72.29508196721312,0.0,1.475409836065574,0.0,0.0,0.0,0.0,0.0,4.426229508196721,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,-0.5268387295018637,-0.7185489216542957
321,Warren Bondo,fr FRA,MF,Monza,it Serie A,21.0,2003.0,20,19,1618,0.0,0.0,0.0,0.2781211372064276,0.0556242274412855,0.0222496909765142,0.0222496909765142,0.0166872682323856,1.3906056860321383,2.169344870210136,1.1681087762669962,0.723114956736712,0.0556242274412855,0.2781211372064276,1.946847960444994,1.334981458590853,0.2781211372064276,0.4449938195302843,0.2224969097651421,41.21755253399258,0.6674907292954265,1.112484548825711,1.668726823238566,1.7243510506798516,0.0,0.0,0.0,5.061804697156984,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,-0.8390532514053249,-0.21968028136180082
322,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,24.0,2000.0,14,10,800,0.7875000000000001,0.1125,0.7875000000000001,0.225,0.0,0.7762500000000001,0.68625,0.1125,1.9125,2.025,4.8375,5.0625,1.6875,0.9,0.45,0.3374999999999999,0.0,0.45,0.0,33.3,1.6875,3.4875,2.3625,1.0125,0.0,0.0,0.0,2.3625,0.0,0.0,0.0,0.0,0.0,0.0,45000000.0,3.763328475040555,2.7520746404402527
323,Kevin Bonifazi,it ITA,DF,Lecce,it Serie A,28.0,1996.0,3,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3846153846153846,1.3846153846153846,0.0,0.0,0.0,1.3846153846153846,1.3846153846153846,2.769230769230769,4.153846153846154,0.0,74.76923076923077,1.3846153846153846,2.769230769230769,0.0,0.0,0.0,0.0,0.0,9.692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,-1.1121590688990188,-1.0534257566041985
324,Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,21.0,2003.0,27,21,1807,0.2490315439955727,0.0996126175982291,0.1494189263973436,0.0996126175982291,0.0,0.3984504703929164,0.2838959601549529,0.0896513558384062,1.4941892639734369,2.042058660763697,6.574432761483121,2.440509131156613,0.6474820143884893,1.09573879358052,0.996126175982291,0.4980630879911455,0.0498063087991145,0.4980630879911455,0.0,32.72274488101826,0.9463198671831764,3.1876037631433314,2.6397343663530712,0.7470946319867183,0.0498063087991145,0.0,0.0,2.2910902047592696,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,1.2100543225613207,1.0049006979841537
325,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,25.0,1999.0,13,7,697,0.2582496413199426,0.1291248206599713,0.2582496413199426,0.2582496413199426,0.0,0.1549497847919655,0.1549497847919655,0.0645624103299856,0.2582496413199426,1.9368723098995697,0.1291248206599713,1.0329985652797704,0.3873744619799139,0.1291248206599713,0.9038737446197992,0.5164992826398852,1.291248206599713,3.8737446197991394,0.0,45.968436154949785,0.1291248206599713,0.2582496413199426,0.1291248206599713,1.4203730272596844,0.0,0.1291248206599713,0.0,2.840746054519369,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,-0.3127789423173658,0.49940479074273475
326,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25.0,2000.0,3,3,224,0.0,0.0,0.0,0.4017857142857142,0.0,0.0,0.0,0.0,0.0,1.2053571428571428,0.0,0.4017857142857142,0.0,0.0,2.008928571428572,1.2053571428571428,1.607142857142857,4.821428571428571,0.0,62.67857142857142,0.4017857142857142,0.4017857142857142,0.0,1.607142857142857,0.0,0.0,0.0,3.214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,45000000.0,-1.3670475584572377,-0.45159258952270104
327,Saïmon Bouabré,fr FRA,"MF,FW",Monaco,fr Ligue 1,18.0,2006.0,2,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1.25,2.5,1.25,1.25,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,-0.7966942336647144,-0.00891490448918332
328,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,17.0,2007.0,20,10,1018,0.0,0.0884086444007858,0.0,0.0884086444007858,0.0,0.0,0.0,0.0884086444007858,0.8840864440078585,2.9174852652259333,1.5029469548133596,0.0884086444007858,0.0884086444007858,0.4420432220039292,4.155206286836935,2.56385068762279,0.7956777996070726,0.7956777996070726,0.0884086444007858,54.01768172888016,0.8840864440078585,2.387033398821218,1.3261296660117878,1.4145383104125735,0.0,0.0,0.0,4.950884086444008,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,-0.6884358183005612,-0.7807353988634336
329,Badredine Bouanani,dz ALG,"MF,FW",Nice,fr Ligue 1,20.0,2004.0,19,6,681,0.2643171806167401,0.0,0.2643171806167401,0.2643171806167401,0.0,0.171806167400881,0.171806167400881,0.13215859030837,4.096916299559472,3.9647577092511015,7.004405286343612,2.907488986784141,1.0572687224669604,1.4537444933920705,0.7929515418502203,0.3964757709251101,0.7929515418502203,0.5286343612334802,0.0,48.89867841409691,1.5859030837004406,1.7180616740088106,1.4537444933920705,0.9251101321585904,0.0,0.0,0.0,3.1718061674008813,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,1.299448028075649,0.28069037558181176
330,Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,fr Ligue 1,23.0,2001.0,20,16,1389,0.0647948164146868,0.0,0.0647948164146868,0.1943844492440604,0.0,0.038876889848812,0.038876889848812,0.0518358531317494,2.138228941684665,6.609071274298056,2.915766738660908,0.8423326133909288,0.1295896328293736,0.9719222462203024,1.6198704103671706,1.2958963282937366,1.101511879049676,0.712742980561555,0.1295896328293736,64.01727861771059,1.2311015118790496,1.8790496760259177,1.42548596112311,0.7775377969762419,0.0,0.0647948164146868,0.0,6.285097192224622,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.21356909168679797,-0.9215212854813045
331,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,25.0,1999.0,20,19,1711,0.1052016364699006,0.0526008182349503,0.1052016364699006,0.3682057276446522,0.0,0.1104617182933956,0.1104617182933956,0.0526008182349503,1.9988310929281123,4.94447691408533,2.261835184102864,1.472822910578609,0.7364114552893045,0.5260081823495032,2.787843366452367,1.68322618351841,0.9994155464640562,1.946230274693162,0.0,56.440677966101696,1.472822910578609,1.2624196376388075,0.9994155464640562,1.5780245470485097,0.0526008182349503,0.0,0.0,6.417299824663939,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.17870587900177737,-0.5230737308103347
332,Carlo Boukhalfa,ma MAR,MF,St. Pauli,de Bundesliga,25.0,1999.0,19,14,1227,0.0733496332518337,0.0,0.0733496332518337,0.0,0.0,0.0586797066014669,0.0586797066014669,0.0293398533007334,0.7334963325183373,2.2004889975550124,2.273838630806846,1.0268948655256724,0.1466992665036674,0.3667481662591687,1.3936430317848412,0.4400977995110024,0.8068459657701711,1.3936430317848412,0.0733496332518337,36.3080684596577,0.8801955990220048,1.9070904645476772,1.1002444987775062,1.0268948655256724,0.0,0.0,0.0,3.52078239608802,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,-0.6073546809030949,0.1754337685041946
333,Justin Bourgault,fr FRA,DF,Brest,fr Ligue 1,19.0,2005.0,1,1,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1168831168831168,2.337662337662338,3.5064935064935066,12.857142857142856,1.168831168831169,0.0,1.168831168831169,1.168831168831169,0.0,0.0,1.168831168831169,0.0,68.96103896103897,0.0,0.0,1.168831168831169,0.0,0.0,0.0,0.0,8.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,-0.07596746615307448,-0.8820910025584204
334,Benjamin Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,31.0,1994.0,1,1,80,1.125,0.0,1.125,0.0,0.0,0.225,0.225,0.0,0.0,4.5,4.5,2.25,1.125,0.0,1.125,0.0,2.25,1.125,0.0,64.125,0.0,1.125,1.125,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,1.831645512777266,1.5132285666579581
335,Edoardo Bove,it ITA,"MF,FW",Fiorentina,it Serie A,22.0,2002.0,12,11,851,0.1057579318448883,0.2115158636897767,0.1057579318448883,0.3172737955346651,0.0,0.063454759106933,0.063454759106933,0.1586368977673325,1.2690951821386605,3.9130434782608696,2.538190364277321,0.7403055229142186,0.2115158636897767,1.163337250293772,2.538190364277321,1.797884841363102,0.6345475910693302,0.8460634547591069,0.0,46.21621621621621,0.7403055229142186,1.3748531139835487,1.163337250293772,1.692126909518214,0.1057579318448883,0.0,0.0,4.759106933019977,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,0.08473219718545688,-0.4089885854112613
336,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,28.0,1996.0,23,23,2006,0.3140578265204387,0.1794616151545363,0.2691924227318046,0.044865403788634,0.0,0.2647058823529412,0.2288135593220338,0.2153539381854436,3.409770687936191,3.320039880358923,6.0119641076769685,2.5124626121635094,1.0319042871385842,1.8394815553339976,1.435692921236291,0.897308075772682,0.5832502492522433,0.8524426719840478,0.0,38.98803589232303,2.243270189431705,2.19840478564307,2.288135593220339,0.7178464606181455,0.0,0.0,0.0,4.621136590229312,0.0,0.0,0.0,0.0,0.0,0.0,45000000.0,1.780102603108584,0.3353780187663603
337,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,23.0,2001.0,22,22,1952,0.0922131147540983,0.0,0.0922131147540983,0.2305327868852459,0.0,0.0599385245901639,0.0599385245901639,0.0368852459016393,0.4610655737704918,3.4118852459016398,0.1383196721311475,0.3688524590163934,0.1383196721311475,0.1383196721311475,2.028688524590164,1.4293032786885247,1.1987704918032789,3.7346311475409832,0.0922131147540983,52.28483606557377,0.1383196721311475,0.7377049180327869,0.4149590163934426,1.3831967213114753,0.0,0.0,0.0,3.6885245901639343,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,-0.8540268950343197,-0.27385128712100565
337,Enzo Boyomo,cm CMR,DF,Valladolid,es La Liga,23.0,2001.0,3,3,270,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.3333333333333333,2.333333333333333,0.0,0.6666666666666667,0.0,0.0,2.0,0.6666666666666667,0.3333333333333333,2.333333333333333,0.0,71.66666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,-1.1578032162589458,-0.3031209447023689
338,Domagoj Bradarić,hr CRO,DF,Hellas Verona,it Serie A,25.0,1999.0,19,15,1187,0.0,0.0,0.0,0.3791069924178601,0.0,0.0075821398483572,0.0075821398483572,0.1213142375737152,1.5164279696714404,1.819713563605729,3.2603201347935973,0.3791069924178601,0.227464195450716,1.1373209772535806,1.819713563605729,1.2889637742207245,0.6823925863521483,2.729570345408593,0.075821398483572,45.94776748104464,1.2131423757371524,1.3647851727042966,0.6065711878685762,1.0614995787700086,0.0,0.0,0.0,3.639427127211457,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,-0.6255173179271288,-0.4625050000409122
339,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,21.0,2003.0,12,2,372,0.0,0.0,0.0,0.4838709677419355,0.0,0.1209677419354838,0.1209677419354838,0.0,4.112903225806452,4.112903225806452,4.354838709677419,1.6935483870967742,0.7258064516129032,0.0,1.4516129032258065,0.7258064516129032,0.7258064516129032,3.870967741935484,0.0,82.98387096774194,0.967741935483871,1.935483870967742,0.2419354838709677,1.6935483870967742,0.0,0.0,0.0,5.564516129032258,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.026232120603695626,-0.8128279933305367
340,Bilal Brahimi,dz ALG,MF,Nice,fr Ligue 1,24.0,2000.0,2,1,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552631578947368,4.7368421052631575,11.842105263157894,1.1842105263157894,1.1842105263157894,1.1842105263157894,0.0,0.0,0.0,2.3684210526315788,0.0,58.026315789473685,2.3684210526315788,0.0,3.552631578947368,3.552631578947368,0.0,0.0,0.0,1.1842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.17053559772994842,-0.5675803967736731
341,Julian Brandt,de GER,MF,Dortmund,de Bundesliga,28.0,1996.0,21,20,1632,0.1654411764705882,0.2757352941176471,0.1654411764705882,0.0551470588235294,0.0,0.2040441176470588,0.2040441176470588,0.2757352941176471,2.4264705882352944,5.569852941176471,7.996323529411765,1.9301470588235292,0.6066176470588236,2.4264705882352944,0.8272058823529412,0.3860294117647059,0.4963235294117647,0.3860294117647059,0.0551470588235294,56.58088235294117,0.9926470588235294,2.0955882352941178,1.4889705882352942,0.2757352941176471,0.0,0.0,0.0,4.080882352941177,0.0,0.0,0.0,0.0,0.0,0.0,35000000.0,1.4892529228866165,-0.18534353786948335
342,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,22.0,2002.0,21,19,1718,0.0,0.0523864959254947,0.0,0.1571594877764842,0.0,0.0419091967403958,0.0419091967403958,0.0314318975552968,0.3667054714784633,2.20023282887078,0.0523864959254947,0.3667054714784633,0.1047729918509895,0.1047729918509895,1.5715948777648427,0.8905704307334109,1.2048894062863795,6.915017462165309,0.1571594877764842,52.91036088474971,0.0523864959254947,0.3143189755529685,0.1047729918509895,0.3143189755529685,0.0,0.0,0.0,3.1955762514551806,0.0,0.0,0.0,0.0,0.0,0.0,42000000.0,-1.216940686566976,-0.363470991776073
343,Darko Brašanac,rs SRB,MF,Leganés,es La Liga,33.0,1992.0,22,13,1305,0.0689655172413793,0.1379310344827586,0.0689655172413793,0.1379310344827586,0.0,0.1172413793103448,0.1172413793103448,0.0137931034482758,0.4137931034482758,2.413793103448276,2.827586206896552,0.6206896551724138,0.2068965517241379,0.4137931034482758,1.5862068965517242,0.689655172413793,0.896551724137931,2.1379310344827585,0.0,37.03448275862069,0.3448275862068965,0.8275862068965517,0.3448275862068965,2.0689655172413794,0.0689655172413793,0.0,0.0,3.5172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,-0.49898841974414276,0.20368524498986454
344,Lilian Brassier,fr FRA,DF,Marseille,fr Ligue 1,25.0,1999.0,12,9,779,0.0,0.0,0.0,0.3465982028241335,0.0,0.0231065468549422,0.0231065468549422,0.0,1.2708600770218228,4.621309370988447,0.9242618741976892,0.5776636713735559,0.1155327342747111,0.1155327342747111,0.9242618741976892,0.693196405648267,1.0397946084724006,3.234916559691913,0.2310654685494223,84.56996148908858,0.693196405648267,1.0397946084724006,0.4621309370988446,0.8087291399229782,0.0,0.0,0.0,4.390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,-0.9081428368008391,-0.8587528513051219
344,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,25.0,1999.0,6,6,515,0.174757281553398,0.0,0.174757281553398,0.0,0.0,0.2097087378640776,0.2097087378640776,0.0174757281553398,2.621359223300971,5.067961165048543,0.8737864077669902,1.2233009708737863,0.174757281553398,0.3495145631067961,0.5242718446601942,0.5242718446601942,2.796116504854369,5.067961165048543,0.0,70.42718446601943,0.0,0.5242718446601942,0.174757281553398,0.6990291262135923,0.0,0.0,0.0,4.194174757281553,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.02116080793068191,-0.25771684194835226
345,Matthias Braunöder,at AUT,MF,Como,it Serie A,22.0,2002.0,8,3,268,0.0,0.0,0.0,1.007462686567164,0.335820895522388,0.0335820895522388,0.0335820895522388,0.0,0.6716417910447761,6.044776119402985,0.0,0.6716417910447761,0.0,0.0,3.3582089552238803,1.343283582089552,0.6716417910447761,1.343283582089552,0.335820895522388,58.76865671641792,0.6716417910447761,1.007462686567164,0.6716417910447761,3.3582089552238803,0.0,0.0,0.0,2.686567164179104,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,-0.9154490768254328,-0.730732296028191
346,Iker Bravo,es ESP,"FW,MF",Udinese,it Serie A,20.0,2005.0,20,2,382,0.4712041884816754,0.2356020942408377,0.4712041884816754,0.4712041884816754,0.0,0.1649214659685863,0.1649214659685863,0.0942408376963351,0.4712041884816754,3.0628272251308903,5.183246073298429,1.6492146596858637,0.706806282722513,1.413612565445026,1.8848167539267016,1.1780104712041886,0.0,0.9424083769633508,0.0,41.93717277486911,2.5916230366492146,4.240837696335079,2.1204188481675392,1.413612565445026,0.0,0.0,0.0,5.418848167539268,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1.3243309255873033,0.355199021760933
347,James Bree,eng ENG,DF,Southampton,eng Premier League,27.0,1997.0,14,11,890,0.0,0.1011235955056179,0.0,0.0,0.0,0.0101123595505617,0.0101123595505617,0.0910112359550561,0.9101123595505616,3.033707865168539,3.438202247191011,0.4044943820224719,0.1011235955056179,1.0112359550561798,1.5168539325842696,1.0112359550561798,0.8089887640449439,2.426966292134832,0.0,60.47191011235955,0.2022471910112359,0.6067415730337079,0.4044943820224719,0.2022471910112359,0.0,0.0,0.0,5.662921348314607,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,-0.6696535392307637,-0.6300533474327945
348,Tim Breithaupt,de GER,MF,Augsburg,de Bundesliga,23.0,2002.0,2,2,120,0.0,0.75,0.0,0.0,0.0,0.075,0.075,0.3,0.75,7.5,0.75,0.75,0.0,0.75,0.75,0.75,1.5,0.0,0.0,56.25,0.0,2.25,1.5,1.5,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.4665304792210995,-0.8575819798227954
349,Gleison Bremer,br BRA,DF,Juventus,it Serie A,27.0,1997.0,6,6,540,0.0,0.0,0.0,0.3333333333333333,0.0,0.0166666666666666,0.0166666666666666,0.0,0.3333333333333333,3.5,0.0,0.5,0.0,0.0,2.5,1.1666666666666667,1.0,2.666666666666667,0.0,94.83333333333334,0.1666666666666666,0.6666666666666667,0.3333333333333333,1.5,0.0,0.0,0.0,3.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0768918221382975,-0.8838163838118375
350,Brenner,br BRA,"MF,FW",Udinese,it Serie A,25.0,2000.0,9,5,386,0.233160621761658,0.466321243523316,0.233160621761658,0.0,0.0,0.1398963730569948,0.1398963730569948,0.116580310880829,1.16580310880829,1.632124352331606,3.730569948186528,1.632124352331606,0.932642487046632,1.16580310880829,1.3989637305699485,0.932642487046632,0.233160621761658,1.3989637305699485,0.0,35.20725388601036,0.466321243523316,1.16580310880829,2.098445595854922,0.0,0.0,0.0,0.0,3.730569948186528,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.711946197107699,0.5438561667525388
351,Ben Brereton,cl CHI,FW,Southampton,eng Premier League,25.0,1999.0,10,4,449,0.0,0.0,0.0,0.2004454342984409,0.0,0.1804008908685968,0.1804008908685968,0.0200445434298441,2.405345211581292,1.804008908685969,8.41870824053452,2.2048997772828507,0.2004454342984409,0.6013363028953229,0.6013363028953229,0.4008908685968819,0.0,0.8017817371937639,0.0,41.29175946547884,0.4008908685968819,1.804008908685969,0.8017817371937639,0.8017817371937639,0.0,0.0,0.0,3.207126948775056,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.1055193101805342,0.38830869234306037
352,Marco Brescianini,it ITA,MF,Atalanta,it Serie A,25.0,2000.0,21,7,793,0.3404791929382093,0.2269861286254728,0.3404791929382093,0.1134930643127364,0.0,0.317780580075662,0.317780580075662,0.1021437578814628,4.653215636822194,2.837326607818411,6.582597730138713,1.815889029003783,0.7944514501891552,0.6809583858764187,1.5889029003783104,0.9079445145018916,0.2269861286254728,0.4539722572509457,0.0,46.75914249684742,1.1349306431273645,2.269861286254729,2.0428751576292563,2.0428751576292563,0.0,0.0,0.0,4.199243379571248,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,1.69530923312934,0.5221319881821361
353,Maximilian Breunig,de GER,"FW,MF",Heidenheim,de Bundesliga,24.0,2000.0,13,2,350,0.5142857142857142,0.0,0.2571428571428571,0.0,0.0,0.8742857142857142,0.6942857142857144,0.0514285714285714,1.2857142857142856,1.8,3.342857142857143,2.571428571428571,0.5142857142857142,1.0285714285714285,1.0285714285714285,0.7714285714285715,0.2571428571428571,0.7714285714285715,0.0,36.0,0.7714285714285715,3.857142857142857,1.542857142857143,2.057142857142857,0.0,0.0,0.0,3.342857142857143,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2.4000815734387984,2.0092993820975242
354,Anthony Briançon,fr FRA,DF,Saint-Étienne,fr Ligue 1,30.0,1994.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,-1.6707373372532963,1.1247247169290153
