Id,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls_per90,Ast_per90,G-PK_per90,CrdY_per90,CrdR_per90,xG_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,KP_per90,Tkl_per90,TklW_per90,Int_per90,Clr_per90,Err_per90,Touches_per90,Tkld_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,OG_per90,Recov_per90,GA_per90,Saves_per90,Save%_per90,CS_per90,PKA_per90,PKsv_per90,market_value_in_eur,x,y
10,Abel,es ESP,DF,Osasuna,es La Liga,24.0,2000.0,25,14,1478,0.121786197564276,0.0,0.121786197564276,0.121786197564276,0.0,0.0243572395128552,0.0243572395128552,0.0426251691474966,2.253044654939107,3.4100135317997293,3.470906630581867,0.5480378890392422,0.182679296346414,0.5480378890392422,2.313937753721245,1.5832205683355889,0.7916102841677943,2.801082543978349,0.121786197564276,56.02165087956698,0.4871447902571042,1.1569688768606226,0.6089309878213802,0.9133964817320704,0.0,0.0,0.0,5.115020297699594,0.0,0.0,0.0,0.0,0.0,0.0,,-0.44678189475205965,-0.5539807675892731
11,Nabil Aberdin,fr FRA,MF,Getafe,es La Liga,22.0,2002.0,7,4,263,0.0,0.0,0.0,0.3422053231939163,0.0,0.0,0.0,0.0,0.6844106463878327,2.0532319391634983,0.6844106463878327,0.6844106463878327,0.0,0.3422053231939163,2.0532319391634983,1.368821292775665,0.0,1.7110266159695815,0.0,29.771863117870723,0.3422053231939163,0.3422053231939163,0.3422053231939163,2.3954372623574143,0.0,0.0,0.0,2.7376425855513307,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-1.1663232270197006,0.05378318389666774
12,Oliver Abildgaard,dk DEN,MF,Como,it Serie A,28.0,1996.0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,-1.6152921913954719,0.8275316728867989
13,Matthis Abline,fr FRA,FW,Nantes,fr Ligue 1,21.0,2003.0,25,24,1990,0.3165829145728643,0.0452261306532663,0.271356783919598,0.0904522613065326,0.0,0.3256281407035176,0.2894472361809045,0.1266331658291457,2.261306532663317,1.492462311557789,5.834170854271357,2.71356783919598,0.9949748743718594,0.9045226130653268,0.4522613065326633,0.1809045226130653,0.0904522613065326,1.1758793969849246,0.0452261306532663,28.85427135678392,1.673366834170854,3.301507537688442,2.170854271356784,0.9949748743718594,0.0,0.0,0.0,2.8944723618090453,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,1.3737540197211353,1.1083636378567496
14,Abner,br BRA,DF,Lyon,fr Ligue 1,24.0,2000.0,14,9,820,0.1097560975609756,0.1097560975609756,0.1097560975609756,0.1097560975609756,0.0,0.0219512195121951,0.0219512195121951,0.098780487804878,2.414634146341464,5.597560975609756,5.2682926829268295,0.6585365853658537,0.3292682926829268,1.0975609756097562,2.1951219512195124,1.5365853658536586,0.5487804878048781,3.5121951219512195,0.0,65.08536585365853,0.5487804878048781,1.3170731707317074,0.7682926829268293,1.2073170731707317,0.0,0.0,0.0,4.060975609756097,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,-0.038177701886706626,-0.8880470009621861
15,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,fr Ligue 1,25.0,2000.0,23,22,1827,0.3448275862068965,0.0985221674876847,0.2955665024630541,0.1970443349753694,0.0,0.4975369458128079,0.4187192118226601,0.0738916256157635,1.4285714285714284,1.083743842364532,7.487684729064039,2.9064039408866997,1.1822660098522166,0.541871921182266,0.9359605911330048,0.541871921182266,0.2955665024630541,0.3940886699507389,0.0,28.669950738916256,1.5270935960591132,3.0049261083743843,1.2315270935960592,1.6748768472906403,0.0985221674876847,0.0,0.0,2.758620689655172,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,1.762326989323207,1.5819538469539267
16,Abdel Abqar,ma MAR,DF,Alavés,es La Liga,26.0,1999.0,25,25,2118,0.0,0.0424929178470254,0.0,0.509915014164306,0.0,0.0339943342776204,0.0339943342776204,0.0084985835694051,0.6373937677053825,3.2294617563739374,0.1699716713881019,0.3824362606232295,0.0424929178470254,0.2974504249291784,1.3172804532577904,0.8498583569405099,1.529745042492918,5.269121813031162,0.0424929178470254,47.3371104815864,0.0424929178470254,0.6798866855524079,0.0849858356940509,1.8271954674220965,0.0424929178470254,0.0849858356940509,0.0,3.2294617563739374,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,-1.2043251068070235,-0.4033471118571038
17,Tammy Abraham,eng ENG,FW,Milan,it Serie A,27.0,1997.0,22,9,955,0.1884816753926702,0.1884816753926702,0.0942408376963351,0.0942408376963351,0.0,0.574869109947644,0.4146596858638743,0.1225130890052356,0.4712041884816754,1.7905759162303665,4.900523560209424,1.8848167539267016,0.8481675392670157,0.9424083769633508,1.3193717277486912,0.9424083769633508,0.1884816753926702,0.7539267015706808,0.0,26.48167539267016,0.8481675392670157,1.8848167539267016,0.6596858638743456,1.6963350785340314,0.0942408376963351,0.0,0.0,0.9424083769633508,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,1.2655295231916066,1.4345643335152631
17,Tammy Abraham,eng ENG,FW,Roma,it Serie A,27.0,1997.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,11.02335164507918,-13.550672392080156
18,Federico Accornero,it ITA,MF,Genoa,it Serie A,21.0,2004.0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.08933630357269656,-2.3657045970108044
19,Francesco Acerbi,it ITA,DF,Inter,it Serie A,37.0,1988.0,14,14,1120,0.0,0.0803571428571428,0.0,0.0,0.0,0.0241071428571428,0.0241071428571428,0.0401785714285714,0.7232142857142856,3.5357142857142856,1.0446428571428572,0.3214285714285714,0.0803571428571428,0.5625,1.2053571428571428,0.9642857142857144,1.5267857142857142,4.419642857142857,0.0,79.3125,0.0,0.4017857142857142,0.0803571428571428,0.7232142857142856,0.0,0.0,0.0,2.732142857142857,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.9637889388808089,-0.7072882535144682
20,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,18.0,2006.0,4,2,170,0.0,0.0,0.0,0.5294117647058824,0.0,0.1058823529411764,0.1058823529411764,0.0,0.0,4.235294117647059,0.0,1.0588235294117647,0.0,0.0,1.0588235294117647,0.5294117647058824,0.5294117647058824,1.0588235294117647,0.0,72.52941176470588,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,3.7058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,-0.8480050014420941,-0.1736221538090817
21,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,25.0,2000.0,15,13,1075,0.2511627906976744,0.0837209302325581,0.2511627906976744,0.1674418604651162,0.0,0.36,0.36,0.0837209302325581,0.9209302325581394,0.5023255813953489,3.767441860465116,2.1767441860465118,1.0046511627906978,1.0046511627906978,0.3348837209302325,0.2511627906976744,0.0837209302325581,0.4186046511627906,0.0837209302325581,21.01395348837209,0.5023255813953489,1.3395348837209302,1.172093023255814,1.4232558139534883,0.1674418604651162,0.0,0.0,2.0093023255813955,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.9624719784199938,1.595703255556755
21,Akor Adams,ng NGA,FW,Sevilla,es La Liga,25.0,2000.0,1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,-1.177247535632296,-0.530658921638892
22,Che Adams,sct SCO,FW,Torino,it Serie A,28.0,1996.0,26,21,1823,0.3949533735600658,0.1481075150850246,0.3949533735600658,0.0987383433900164,0.0,0.2567196928140428,0.2567196928140428,0.0888645090510148,0.8886450905101482,1.332967635765222,5.381239714755897,2.122874382885354,0.9873834339001646,1.0367526055951728,0.3949533735600658,0.1481075150850246,0.0493691716950082,0.6911684037301151,0.0,29.226549643444876,0.7899067471201316,2.369720241360395,1.086121777290181,0.9380142622051564,0.0,0.0,0.0,1.8760285244103128,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,1.0704738714513915,1.3550848740653707
